StationDescription,FieldActivityId,BiologicalEventId,Source,SampleDate,Latitude,Longitude,SiteType,Station,TotalDepth,SampleTime,SampleReplicate,IBIParameter,IBIValue
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_CHIRONOMIDAE",45.38
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_CHIRONOMIDAE_R",46
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_CLIMB",0.84
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_CLIMB_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_CLING",47.9
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_CLING_R",48
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_CLINGER_TAXA",70
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_CLINGER_TAXA_R",66.67
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_COLLECT",85.71
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_COLLECT_R",87
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_DIPTERA",47.06
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_DIPTERA_R",48
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_DOM1",45.38
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_DOM1_R",46
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_DOM2",63.87
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_DOM2_R",65
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_DOM3",79.83
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_DOM3_R",82
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_EPHEMEROPTERA",15.97
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_EPHEMEROPTERA_R",14
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_EPT",34.45
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_EPT_R",33
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_EPT_TAXA_RICH",40
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_EPT_TAXA_RICH_R",44.44
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_FILTERERS",18.49
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_FILTERERS_R",19
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_GATHER",67.23
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_GATHER_R",68
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_LIMESTONE",0.84
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_LIMESTONE_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_NET_CADDISFLY",18.49
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_NET_CADDISFLY_R",19
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_NON_INSECT",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_NON_INSECT_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_PLECOPTERA",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_PLECOPTERA_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_PREDATOR",1.68
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_PREDATOR_R",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_SCRAPER",10.92
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_SCRAPER_R",9
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_SENSITIVE",11.76
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_SENSITIVE_R",11
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_SHREDDER",1.68
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_SHREDDER_R",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_SIMULIIDAE",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_SIMULIIDAE_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_SWIMMER",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_SWIMMER_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_TOLERANT",45.38
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_TOLERANT_R",46
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_TRICHOPTERA",18.49
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_TRICHOPTERA_NO_TOL",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_TRICHOPTERA_NO_TOL_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PCT_TRICHOPTERA_R",19
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PLECOPTERA_TAXA_CNT",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","PLECOPTERA_TAXA_CNT_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","RATIO_SC_TO_CF",0.591
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","RATIO_SC_TO_CF_R",0.474
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","RATIO_SC_TO_SH",3472
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","RATIO_SC_TO_SH_R",3472
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","RATIO_SH_TO_CG",0.025
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","RATIO_SH_TO_CG_R",0.029
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","SCRAPER_TAXA_CNT",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","SCRAPER_TAXA_CNT_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","SENSITIVE_TAXA_COUNT",3
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","SENSITIVE_TAXA_COUNT_R",3
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","SIMPSON_DIVERSITY",0.7211
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","SIMPSON_DIVERSITY_R",0.713
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TAXA_RICH",10
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TAXA_RICH_R",9
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TOLERANT_TAXA_COUNT",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TOLERANT_TAXA_COUNT_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TOTAL_ABUNDANCE",119
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TOTAL_ABUNDANCE_R",100
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TOTAL_SCORE",10.55
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TRICHOPTERA_TAXA_CNT",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TRICHOPTERA_TAXA_CNT_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TRICHOPTERA_TAXA_COUNT_NO_HYDR",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55988,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S1","TRICHOPTERA_TAXA_COUNT_NO_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55989,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S2"
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191288,55990,"ODU/BEL",6/8/1988,37.79122,-76.17546,,"CB5.4",33,15:45:00,"S3"
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","ASPT_MOD",4.9
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","ASPT_MOD_R",5.2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","BECK",4
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","BECK_R",3
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","DIPTERA_TAXA_CNT",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","DIPTERA_TAXA_CNT_R",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","EPHEMEROPTERA_TAXA_CNT",3
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","EPHEMEROPTERA_TAXA_CNT_R",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","EPT_TAXA_ABUND",12
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","EPT_TAXA_ABUND_R",7
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","EPT_TAXA_COUNT",4
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","EPT_TAXA_COUNT_NO_TOL",4
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","EPT_TAXA_COUNT_NO_TOL_R",3
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","EPT_TAXA_COUNT_R",3
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","FBI",6.48
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","FBI_R",6.49
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","FSW",0.8269
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","FSW_R",0.8394
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","GOLD",0.1941
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","GOLD_R",0.2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","GRAND_SCORE",2.33
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","MARGALEFS",1.5577
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","MARGALEFS_R",1.52
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","NCO_TAXA_CNT",7
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","NCO_TAXA_CNT_R",6
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","NON_INSECT_TAXA_CNT",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","NON_INSECT_TAXA_CNT_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_BURROWER",80.59
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_BURROWER_R",81
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CARN_OMN",9.97
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CARN_OMN",35.63
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CARN_OMN",58.87
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CHIRONOMIDAE",78.82
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CHIRONOMIDAE_R",78
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CLIMB",0.59
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CLIMB_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CLING",19.41
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CLING_R",19
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CLINGER_TAXA",66.67
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_CLINGER_TAXA_R",62.5
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_COLLECT",95.88
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_COLLECT_R",95
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DEPO",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DEPO",4.03
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DEPO",9.97
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DIPTERA",80
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DIPTERA_R",79
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DOM1",78.82
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DOM1_R",78
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DOM2",90.59
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DOM2_R",90
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DOM3",94.12
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_DOM3_R",94
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_EPHEMEROPTERA",5.88
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_EPHEMEROPTERA_R",6
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_EPT",7.06
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_EPT_R",7
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_EPT_TAXA_RICH",44.44
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_EPT_TAXA_RICH_R",37.5
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",191678,56378,"ODU/BEL",9/15/1988,37.79122,-76.17546,,"CB5.4",32,06:50:00,"S1","PCT_FILTERERS",2.35
